# {"t_start": 1548189974.4402926, "env_id": "guidance-collision-avoidance-single-continuous-action-v0"} 
r,l,t 
-15.400718,29,698.572502
-25.052799,45,698.612395
-18.889572,40,698.776993
-17.505571,37,698.811863
-21.269586,57,698.9904
-12.04842,32,699.01931
-17.485067,40,699.053246
-22.450022,32,699.210799
-20.156586,37,699.242714
-16.856866,32,699.272635
-20.815336,35,699.428246
-14.544048,39,699.463126
-12.149088,40,699.500568
-18.232311,34,699.658161
-15.50512,48,699.702031
-10.393238,32,699.860607
-19.550143,33,699.888448
-17.710386,35,699.918369
-16.378427,40,700.100902
-29.055645,36,700.13481
-13.571692,34,700.164732
-13.731525,32,700.337371
-16.550865,34,700.371268
-14.099565,36,700.409167
-12.230709,35,700.987203
-15.914305,39,701.024105
-15.289167,41,701.061015
-11.218366,46,701.226564
-22.938118,36,701.257505
-28.211435,51,701.427548
-8.917461,36,701.46046
-3.421519,34,701.492375
-17.749021,36,701.647991
-12.363496,38,701.682867
-21.90304,46,701.849423
-16.999572,41,701.885327
-20.047641,37,701.917269
-28.692098,40,702.076816
-20.869296,42,702.112721
-17.070056,40,702.274819
-27.282051,41,702.312694
-31.100484,46,702.482243
-16.434268,31,702.50965
-21.09374,35,702.540572
-7.183912,35,702.706125
-20.417271,33,702.736046
-18.957516,43,702.774942
-9.924032,46,702.940474
-20.787442,39,702.973386
-15.788793,34,703.14196
-15.546838,31,703.167866
-10.249051,32,703.196791
-9.061172,33,703.226736
1,1,703.228705
-21.783261,40,703.392269
-14.629722,34,703.42322
-25.427085,39,703.592927
-11.144079,35,703.624306
-26.458951,45,703.668189
-35.932164,50,703.837738
-24.59057,39,703.871646
-13.079848,33,704.031366
-35.068376,47,704.074225
-16.187119,45,704.243773
-7.878365,34,704.275687
-25.022265,46,704.316579
-17.606063,29,704.471168
-12.70601,36,704.50707
-19.670672,35,704.539011
-6.262783,36,704.700566
-20.93074,38,704.734463
-28.107163,38,704.770367
-33.903162,47,704.944416
-21.823642,36,704.978324
-21.047627,37,705.16842
-21.566121,35,705.200343
-15.50446,47,705.776848
-17.241289,36,705.814044
-12.626454,34,705.850968
-19.711205,34,706.001759
-26.830782,42,706.038637
-23.300301,37,706.073544
-22.613823,37,706.224142
-13.662251,37,706.256057
-3.540112,41,706.291992
-12.372976,33,706.452533
-21.802543,35,706.483474
-16.129629,39,706.639035
-18.739253,39,706.671957
-20.169695,38,706.704185
-15.955799,30,706.854786
-2.622551,39,706.891688
-29.460572,50,707.066499
-29.217211,46,707.117873
-16.044896,42,707.164747
1,1,707.166742
-23.324153,40,707.35125
-14.579765,51,707.402115
-20.647807,29,707.574667
-26.008932,41,707.618537
-16.864988,42,707.66541
-14.810965,31,707.846925
-27.152797,44,707.890811
-17.818122,44,708.072726
-32.098486,38,708.10966
-9.669124,42,708.148524
-16.980252,52,708.337579
-23.527345,38,708.373484
-19.268904,32,708.528351
-27.237673,40,708.568275
-22.002587,35,708.602154
-24.288709,44,708.792645
-21.011626,35,708.82855
-26.323675,39,708.988123
-20.252716,33,709.016076
-20.088823,35,709.047964
-21.686512,34,709.238247
-25.789888,35,709.27514
-19.622058,37,709.313039
-22.998851,37,709.493559
-27.254884,44,709.537057
-7.262634,37,709.571963
-26.974829,41,709.734402
-11.334288,37,709.772288
-24.565209,43,709.970758
-16.534469,35,710.00367
-23.286526,35,710.039573
-21.605345,46,710.232061
-29.811998,51,710.279932
-26.724995,39,710.840361
-25.950759,39,710.876286
-27.033849,37,711.03633
-15.68442,40,711.069265
-5.852008,33,711.098165
-4.129116,44,711.262429
-24.515919,36,711.29534
-22.206522,32,711.324262
-2.502005,40,711.483836
-16.718141,34,711.514781
-19.810975,37,711.549661
-23.538969,41,711.711231
-27.557732,36,711.741152
-20.440793,37,711.901722
-8.033301,36,711.934635
-32.870152,41,711.970545
-21.11244,35,712.135127
-22.949998,43,712.172999
-16.631759,32,712.201921
-13.096728,48,712.368477
-16.28663,36,712.399394
-35.428365,46,712.565718
-10.755805,31,712.59367
-23.478018,37,712.628551
-2.63885,36,712.789123
-25.580085,37,712.824029
-31.074181,38,712.986596
-21.997876,43,713.024517
-21.988777,44,713.062393
-19.884989,36,713.221992
-25.960343,42,713.261296
-16.164857,39,713.422865
-13.7729,37,713.455778
-31.085499,44,713.495671
-20.549674,38,713.662658
-5.400341,46,713.701555
-12.739795,32,713.856143
-10.740942,32,713.885067
-14.681842,38,713.917978
-19.643998,33,714.073563
-8.851093,36,714.105504
-30.765188,51,714.149384
-25.093876,40,714.316914
-11.290709,40,714.354811
-16.759187,38,714.519373
-18.428032,33,714.549823
-20.444878,39,714.582736
-5.694258,40,714.747816
-12.393127,37,714.782722
-16.010325,30,714.80965
-18.703381,39,714.976822
-24.134328,39,715.009734
-21.054684,33,715.559561
-18.261583,41,715.59649
-14.238754,38,715.63137
-24.03317,56,715.811898
-13.112932,45,715.852779
-14.291126,41,716.019334
-21.560059,35,716.051249
-18.144108,34,716.082166
-13.537277,33,716.238749
-21.499563,31,716.266698
-3.41421,37,716.301062
-16.02092,37,716.462632
-3.170728,39,716.49754
-24.66622,32,716.658158
-17.730066,37,716.692471
-15.58747,35,716.725384
-17.924942,37,716.886377
-18.335755,38,716.920288
-25.034871,43,716.957215
-22.230846,40,717.117761
-19.286363,38,717.152667
-7.671756,40,717.31227
-14.518378,34,717.343159
-6.623099,43,717.381058
-14.04196,48,717.552626
-41.854895,64,717.738131
-26.614417,39,717.773015
-24.418476,46,717.812697
-8.982519,32,717.970276
-24.84921,37,718.003189
-10.412631,35,718.034107
-26.103128,33,718.190236
-18.074814,34,718.221134
-18.145573,34,718.252046
-25.339625,40,718.413862
-14.087101,37,718.446801
-22.600832,39,718.610338
-23.592609,33,718.641256
-9.491005,41,718.678158
-26.237076,44,718.840724
-23.566605,38,718.87563
-33.092335,52,719.052162
-20.602034,47,719.092054
-13.776539,31,719.119012
-3.364918,33,719.27607
-12.722367,38,719.31001
-19.409898,33,719.338941
-21.836646,35,719.496512
-17.60274,32,719.525435
-25.178353,45,719.689447
-20.732556,38,719.721362
-5.843799,40,719.759261
-22.986631,33,720.33963
-12.12265,31,720.377678
-17.978978,35,720.40921
-18.429748,38,720.569135
-21.79009,41,720.609472
-12.482769,44,720.789062
-30.931194,51,720.843569
-17.887478,38,720.989146
-15.732249,45,721.03564
-11.151664,34,721.06973
-19.667546,39,721.219235
-8.208416,39,721.258942
-28.473777,45,721.429071
-24.064074,35,721.462461
-15.699923,41,721.499472
0.82387,8,721.509505
-11.101923,32,721.669054
-16.046863,37,721.709154
-20.113456,37,721.739496
-24.415573,45,721.912581
-8.76943,37,721.946491
-18.165413,34,722.099084
-17.818352,33,722.130002
-21.369644,36,722.160919
-29.434931,39,722.321491
-20.282563,39,722.357396
-16.885117,45,722.528833
-13.494286,43,722.565742
-7.202017,37,722.597185
-25.524495,36,722.759747
-20.901407,40,722.795628
-28.214884,46,722.965409
-22.062148,44,723.003756
-12.954953,36,723.035654
-16.045361,43,723.200907
-20.7402,37,723.23382
-11.27755,40,723.397385
-11.027023,35,723.427304
-11.71888,40,723.461213
-25.699835,40,723.631758
-4.391098,44,723.674644
-5.078064,36,723.710547
-17.080418,31,723.868129
0.825814,8,723.876118
-7.068225,35,723.910017
-18.581989,42,724.093528
-22.840319,41,724.134952
-22.935268,39,724.171855
-18.904876,31,724.347392
-20.127926,35,724.381334
-15.834174,36,724.413215
-26.165524,40,724.582762
-22.346858,36,724.618283
-24.693889,47,725.212281
-13.8323,37,725.245194
-10.84294,36,725.278105
-22.604668,37,725.444661
-16.208258,41,725.483557
-5.786477,38,725.648119
-7.287344,33,725.677042
-9.74746,34,725.709953
-21.361597,36,725.867133
-16.899314,40,725.902041
-11.229373,40,725.935973
-11.799088,43,726.09887
-16.01463,40,726.135771
-28.967131,38,726.297367
-28.984411,43,726.337234
-12.44401,36,726.371169
-13.646918,41,726.534708
-17.527903,46,726.575598
-25.128768,38,726.737167
-21.74292,33,726.768083
-22.544061,36,726.800996
-20.303971,34,726.959574
-15.317441,39,726.994506
-20.975607,34,727.026421
-24.109227,42,727.187528
-5.487301,39,727.22443
-10.110787,34,727.382468
-16.972898,34,727.414383
-20.123998,35,727.446298
-14.221809,38,727.61385
-16.455987,33,727.641781
-20.745189,35,727.675685
-22.175194,40,727.841254
-25.933254,43,727.879143
-5.738606,45,728.048691
-10.075247,39,728.084595
-10.132874,42,728.122493
-28.132016,43,728.298025
-13.142452,43,728.333954
-10.848134,37,728.493508
-20.269215,36,728.525443
-19.211242,37,728.559328
-21.442808,34,728.716881
-17.148855,33,728.746801
-17.554411,38,728.781709
-10.441609,45,728.956272
-6.547646,39,728.99115
-18.419299,37,729.155737
-22.005648,36,729.188624
-27.002611,36,729.220538
-15.741863,39,729.382106
-22.49127,42,729.419008
-12.688167,34,729.448928
-8.74622,39,730.020908
-4.1388,33,730.051852
-9.634375,45,730.22637
-34.612484,45,730.270243
-13.674348,44,730.441785
-13.753048,34,730.472703
-17.684672,36,730.50761
-22.422805,38,730.669202
-15.287573,37,730.702091
-27.107067,42,730.73999
-11.786146,35,730.896572
-8.393596,39,730.9305
-21.040095,34,731.087525
-23.154881,41,731.125423
-14.682161,34,731.155367
-23.242357,39,731.315502
-33.11083,48,731.356393
-26.990231,42,731.531444
-23.526849,46,731.57433
-9.76,32,731.606246
-9.294308,46,731.796737
-20.879579,39,731.83264
-17.719101,35,732.003186
-21.97298,34,732.037122
-20.065289,35,732.071005
-20.474238,37,732.235567
-22.835432,36,732.26651
-26.87922,32,732.296404
-20.552697,44,732.463365
-32.616758,51,732.508273
-12.352392,30,732.662858
-18.494887,44,732.702727
-18.291903,41,732.741949
-20.097167,34,732.894542
-10.48412,43,732.933439
-20.944746,36,732.965353
-22.336836,42,733.133926
-23.264368,35,733.166816
-17.951406,40,733.332375
-15.398527,40,733.367303
-5.407666,37,733.40119
-25.375071,45,733.575724
-17.454696,40,733.613624
-2.956417,37,733.77497
-20.88446,33,733.804922
-18.49299,38,733.840793
-25.526587,50,734.012336
-6.783665,47,734.054486
-5.379188,47,734.224427
-4.617007,35,734.258788
-18.615789,43,734.835565
-9.367173,31,734.86748
-27.010165,39,734.902394
-24.16883,42,735.069687
-6.400123,36,735.104586
-21.780368,36,735.137499
-18.522224,38,735.301062
-19.381858,36,735.333975
-20.363056,49,735.509506
-22.527828,36,735.541422
-14.049643,35,735.572339
-5.962973,36,735.72993
-20.20184,59,735.78129
-19.095176,33,735.939669
-15.385846,42,735.976983
-20.476539,35,736.008898
-23.656053,36,736.167479
-27.724184,39,736.20039
-5.721534,32,736.228317
-21.40569,41,736.391596
-28.336156,45,736.428524
-23.015077,40,736.594083
-18.658138,42,736.631982
-13.808211,33,736.662873
-26.426498,42,736.830426
-21.319661,45,736.870322
-8.850635,36,737.0369
-13.713914,35,737.067792
-14.214585,42,737.105691
-16.09395,40,737.273245
-9.948308,35,737.305159
-15.179589,42,737.477165
-26.987228,42,737.519053
-2.913326,35,737.551966
-24.826101,38,737.712919
-33.752923,43,737.752783
-22.38936,36,737.916346
-23.185822,39,737.949259
-13.832945,32,737.97818
-8.873879,33,738.135792
-22.690162,38,738.169671
-3.60514,35,738.200587
-21.866076,37,738.364151
-10.80444,36,738.395069
-20.130399,34,738.425012
-18.346707,43,738.596561
-14.964261,38,738.630441
-13.501892,27,738.782037
-21.568243,34,738.811956
-9.0994,40,738.848859
-13.039177,33,739.006685
-18.794989,35,739.036604
-5.667298,38,739.072509
-18.475754,36,739.647281
-9.749351,48,739.690191
-16.726979,43,739.859707
-28.605058,45,739.899601
-27.106699,41,739.936512
-24.311788,38,740.097582
-16.309421,43,740.138474
-19.630632,49,740.351903
-4.070352,46,740.394789
-22.240879,45,740.565334
-18.954558,32,740.594256
-5.832551,34,740.625175
-4.566877,37,740.780759
-30.466669,48,740.825639
-22.886676,41,740.987208
-20.099968,34,741.018126
-22.129647,34,741.048047
-11.944838,36,741.208519
-19.090726,34,741.241432
-19.677146,39,741.277336
-17.263457,37,741.440916
-12.546921,33,741.470834
-22.025301,35,741.502751
-23.952138,40,741.665322
-12.352869,34,741.697703
-10.943134,32,741.729619
-21.057087,31,741.927092
-25.904297,48,741.971998
-24.515406,38,742.140522
-13.825741,34,742.172437
-15.58636,34,742.206347
-24.336881,43,742.398834
-19.631262,40,742.435746
-14.619678,48,742.60532
-5.46402,37,742.637223
-21.889349,40,742.672107
-12.812236,39,742.831685
-2.796568,38,742.865597
-2.8733,33,742.897536
-9.867159,45,743.068847
-13.150135,42,743.10588
-22.014022,44,743.273432
-8.5641,34,743.304362
-25.408557,32,743.333274
-25.092923,40,743.493856
-15.341862,33,743.524763
-30.346771,38,743.726226
-14.729259,32,743.763127
-25.323001,34,743.808008
-10.329308,38,743.983539
-21.828985,35,744.016455
-9.083962,44,744.05535
-22.25581,33,744.64983
-13.911192,43,744.704684
-6.462199,33,744.740261
-27.061529,45,744.912353
-11.049421,34,744.94477
-9.773589,48,745.107337
-32.382921,43,745.145263
-20.992912,39,745.31977
-15.379989,41,745.359663
-5.937305,36,745.395568
-14.242269,45,745.567111
-12.711463,34,745.600023
-8.005872,45,745.765604
-6.461871,39,745.799489
-13.54522,35,745.831939
-3.176847,40,745.995013
-6.362609,45,746.032936
-20.547018,40,746.196476
-11.938753,43,746.235417
-16.733816,32,746.264339
-21.402547,35,746.423866
-13.808747,41,746.460767
-14.547679,32,746.48969
-6.55243,37,746.649265
-17.786242,41,746.68719
-5.844842,31,746.850726
-27.87356,38,746.884636
-13.98265,34,746.915554
-17.759384,34,747.07812
-27.516308,39,747.117016
-19.032707,39,747.153921
-17.17853,39,747.318483
-12.066963,38,747.351406
-10.4385,34,747.382336
-9.164028,31,747.537897
-3.656899,38,747.572874
-25.201016,38,747.737449
-21.506793,45,747.777348
-29.100876,46,747.821202
-10.317173,36,747.980776
-16.411015,33,748.008701
-23.968737,45,748.190218
-23.30499,40,748.237094
-26.244055,44,748.281972
-11.550966,42,748.45654
-29.458685,40,748.493467
-18.641375,38,748.652017
-16.887139,39,748.687923
-16.681749,36,748.721831
-14.704378,42,748.887864
-25.535308,40,748.922748
-11.833912,32,749.505194
-33.396325,44,749.54808
-12.97554,33,749.579995
-7.37348,40,749.751537
-25.860366,37,749.785447
-16.775231,39,749.822348
-9.423157,31,749.974918
-16.819042,37,750.007829
-8.616426,34,750.03775
-5.104512,36,750.196823
-19.908137,35,750.227741
-23.631694,41,750.392306
-10.908273,35,750.424222
-15.858565,35,750.456143
-16.112969,38,750.621762
-15.719671,37,750.654706
-3.038605,37,750.686616
-9.133793,30,750.845166
-20.247847,41,750.88107
-19.819407,34,750.909993
-34.02284,60,751.085536
-10.060645,35,751.116443
-22.850995,45,751.287985
-13.402831,32,751.317905
-13.727693,36,751.482466
-10.751872,38,751.516376
-31.513441,40,751.55228
-19.40221,36,751.712792
-17.493388,43,751.748695
-14.863005,38,751.783602
-17.686219,49,751.95512
-17.673473,30,751.984042
-20.835568,43,752.151595
-25.624572,46,752.192487
-28.155167,46,752.362034
-0.0874,27,752.386989
-24.178137,37,752.420906
-26.496618,49,752.59266
-19.9354,54,752.638538
-11.125589,40,752.796803
-21.524555,45,752.836698
-6.212159,49,753.006244
-20.250031,32,753.036203
-20.481389,33,753.066085
-31.495195,42,753.229648
-32.114666,43,753.270553
-18.83073,33,753.301456
-13.952369,35,753.45804
-17.683853,38,753.490952
-30.200605,40,753.657507
-34.531053,43,753.694436
-16.126391,39,753.728349
-30.315104,39,754.31899
-9.279465,38,754.356888
-13.108818,40,754.530814
-18.323879,33,754.559761
-23.959776,35,754.589658
-11.724955,39,754.755216
-18.84958,34,754.786159
-5.199248,56,754.964682
-16.097479,43,755.00358
-25.450986,40,755.040455
-3.535384,41,755.202025
-20.755185,42,755.238926
-19.252809,43,755.408925
-17.092997,41,755.446821
-9.712713,42,755.48472
-10.743152,35,755.644299
-31.772806,54,755.690176
-2.937767,37,755.850085
-7.31753,36,755.880986
-16.318974,34,755.910898
-38.055732,56,756.083438
-16.445192,36,756.115353
-20.452849,35,756.272933
-11.356718,39,756.306844
-17.138381,40,756.342747
-9.353099,31,756.499329
-21.804976,37,756.534235
-18.487939,38,756.69381
-18.968752,37,756.727167
-21.492291,40,756.765074
-19.214794,40,756.927632
-19.727997,41,756.965559
-11.099686,38,757.129961
-24.449379,49,757.175838
-9.62134,39,757.209773
-24.50001,53,757.382287
-29.210369,42,757.417194
-10.215962,36,757.574774
-11.987571,38,757.607685
-14.019296,34,757.638628
-25.70112,44,757.802167
-18.748247,32,757.830092
-23.516048,42,758.00363
-4.906591,40,758.039082
-25.793592,36,758.070956
-17.802177,37,758.232562
-19.235623,34,758.263479
-3.439736,37,758.30038
-16.226471,35,758.463943
-15.712711,38,758.498851
-21.463105,39,759.107052
-7.24045,55,759.157916
-18.913744,36,759.190827
-28.28442,47,759.378327
-13.062046,29,759.405255
-14.344031,31,759.578801
-22.270467,31,759.60971
-29.188837,41,759.649604
-17.438333,34,759.824138
-4.606645,35,759.856058
-7.773122,45,759.895307
-24.613643,40,760.077698
-2.825056,37,760.11061
-18.197759,31,760.139534
-26.826078,46,760.308261
-16.841523,51,760.353141
-7.078818,37,760.509723
-14.053564,45,760.550616
-10.348145,37,760.712184
-17.167206,35,760.741106
-12.78855,31,760.769032
-23.800936,41,760.934616
-21.347988,36,760.967533
-23.850354,38,761.000426
-13.248872,36,761.156997
-20.306644,35,761.187914
-19.325804,35,761.348487
-11.301104,36,761.381398
-16.47916,41,761.4183
-9.378011,41,761.583885
-14.116174,42,761.620007
-19.753435,31,761.646918
-18.4074,36,761.804492
-15.550975,36,761.83541
-14.663261,33,761.864332
-12.865748,45,762.030888
-12.706998,40,762.066792
-14.528043,40,762.230366
-2.405341,33,762.25928
-11.198581,31,762.287205
-26.268885,38,762.448773
-14.728686,38,762.482683
-17.771567,41,762.641304
-25.564586,35,762.672222
-27.940138,40,762.706131
-6.502268,55,762.876677
-19.069093,41,762.913128
-23.242434,49,763.083022
-23.344908,37,763.115958
-21.812831,41,763.279496
-13.52184,38,763.313406
-15.211903,32,763.342328
-16.26773,45,763.940313
-19.473636,35,763.972214
-13.285872,35,764.003132
-10.340532,35,764.16488
-22.135575,41,764.199812
-28.50402,42,764.361355
-27.041457,59,764.41222
-23.135735,41,764.576804
-11.495471,33,764.604706
-27.579664,60,764.660558
-29.408458,43,764.824122
-11.159222,35,764.854041
-20.174746,33,765.01213
-8.69972,42,765.047064
-23.25508,51,765.223573
-17.683815,34,765.253526
-14.028278,33,765.282416
-23.954547,37,765.440993
-28.918043,43,765.47868
-17.103637,46,765.518571
-15.932338,37,765.681624
-27.152687,36,765.712541
-18.715663,40,765.888098
-21.864959,37,765.919987
-19.141717,35,765.949907
-20.835771,37,766.109507
-18.76472,43,766.148405
-15.233535,40,766.184282
-26.240555,36,766.345882
-12.437368,35,766.377767
-27.042315,44,766.54335
-22.695576,31,766.570862
-30.129635,38,766.604781
-15.436174,35,766.763728
-21.446552,41,766.798634
-23.852249,42,766.963437
-36.302876,44,767.001337
-18.650445,33,767.031266
-9.911831,34,767.188146
-16.067323,38,767.221058
-26.544541,44,767.260952
-17.791097,36,767.420526
-18.603378,30,767.447455
-13.44442,35,767.496325
-25.326377,33,767.659887
-21.402285,34,767.690805
-24.90578,40,767.860352
-9.163852,33,767.888842
-16.178176,33,767.917738
-29.173498,43,768.079322
-8.167504,44,768.11626
-19.55257,38,768.151136
-17.281852,47,768.77807
-17.7671,36,768.810969
-14.543727,40,768.968536
-17.908179,45,769.006435
-13.073071,31,769.033376
-7.621933,31,769.183962
-6.673911,42,769.220863
-9.530533,37,769.383466
-21.194885,43,769.41937
-31.175154,47,769.461258
-17.967231,31,769.61587
-20.152659,38,769.648758
-16.078408,33,769.677681
-19.507279,38,769.838103
-5.650305,39,769.872985
-14.926653,32,770.032559
1,1,770.034553
-6.972108,33,770.061481
-21.033728,37,770.093426
-17.905571,34,770.25297
-7.103212,31,770.281893
-3.767061,43,770.319793
-21.055636,37,770.478369
-16.739823,34,770.509314
-19.840976,45,770.550177
-21.273423,42,770.713742
-16.971609,34,770.744658
-25.935256,42,770.910217
-20.152814,44,770.948116
-25.251245,38,770.980056
-10.033323,36,771.143358
-11.867649,46,771.185246
-13.611488,41,771.347941
-14.554724,43,771.384844
-27.696495,35,771.414764
-9.375968,39,771.578327
-28.734947,41,771.613257
-10.401203,44,771.781784
-21.237238,36,771.813699
-9.640367,36,771.846611
-17.628297,40,772.013167
-16.410617,31,772.042089
-18.297566,35,772.201668
-25.633948,50,772.247574
-18.424186,53,772.422475
-22.620167,33,772.450424
-18.732615,34,772.481318
-22.729774,36,772.64444
-6.508996,36,772.676383
-20.198875,40,772.713072
-16.562337,39,772.872073
-15.374903,34,772.902019
-14.073646,37,772.935915
-21.300575,43,773.534313
-11.491394,39,773.571186
-17.638078,40,773.773282
-18.204567,33,773.8042
-17.993596,38,773.836208
-19.372117,35,773.995807
-28.491549,36,774.028696
-12.358339,40,774.064599
-22.519178,39,774.228173
-18.741259,37,774.262072
-18.259382,33,774.418655
-13.32314,32,774.446583
-22.901742,37,774.479493
-26.135065,38,774.643057
-17.239717,31,774.67099
-15.760213,39,774.706887
-17.485086,33,774.863858
-27.2271,36,774.897767
-19.169395,36,774.93268
-28.441287,43,775.126187
-7.32363,37,775.16107
-18.570784,42,775.331029
-22.828861,37,775.364938
-24.84716,35,775.395856
-19.747764,31,775.557454
-16.359021,38,775.591335
-13.725989,31,775.618263
-27.719616,36,775.774845
-20.995251,35,775.80676
-35.494667,48,775.97531
-19.600479,36,776.007226
-19.928727,31,776.03515
-18.169984,36,776.19176
-16.380645,40,776.227666
-28.534758,44,776.269526
-11.425153,40,776.434086
-14.246343,40,776.471992
-24.885553,40,776.629895
-43.062053,52,776.673778
-17.867811,40,776.71068
-18.197822,40,776.874244
-28.127327,42,776.911176
-3.695291,40,777.082688
-26.12931,39,777.116597
-6.595129,43,777.285147
-13.660105,38,777.318059
-13.707067,40,777.353963
-19.453725,39,777.522793
-8.243087,36,777.554703
-17.032211,32,777.583642
-15.266461,34,777.744199
-13.950755,35,777.775115
-15.454569,37,777.808029
-18.086441,37,778.409105
-6.407794,37,778.442017
-18.064841,33,778.601988
-16.40761,32,778.629912
-21.322384,40,778.665817
-32.023989,47,778.835364
-3.848275,37,778.86728
-23.665117,35,778.901189
-17.478362,34,779.055777
-20.259039,33,779.085697
-19.221425,32,779.113622
-22.687769,50,779.292146
-7.76874,34,779.322623
-20.629758,36,779.483564
-4.278757,30,779.511493
-23.880321,35,779.545399
-14.228247,34,779.705956
-8.363907,34,779.735876
-16.404788,37,779.766817
-23.144823,43,779.928907
-31.540342,51,779.974784
-16.116399,30,780.135876
-20.832262,32,780.165795
-12.771621,38,780.201707
-9.806293,36,780.3603
-16.162268,31,780.3892
-12.599891,38,780.423109
-11.291606,41,780.593654
-29.398056,42,780.63255
-16.069989,35,780.664465
-20.361817,30,780.821047
-21.942488,43,780.858946
-21.09008,44,781.026295
-25.724605,35,781.057236
-15.133639,37,781.08913
-13.759408,34,781.257679
-17.190039,40,781.293591
-18.274161,40,781.464682
-13.522684,32,781.498622
-21.52281,39,781.534009
-28.849175,49,781.707544
-4.94185,39,781.744447
-29.039797,37,781.779354
-5.176416,31,781.932947
-22.62682,34,781.962863
-16.826172,32,781.991821
-3.548227,36,782.150371
-27.73068,39,782.184273
-13.089628,43,782.353337
-22.20918,49,782.394233
-27.655896,46,782.563776
-9.776025,43,782.601674
-17.557507,45,782.641231
-24.04273,41,783.24192
-11.26784,37,783.27486
-23.290494,38,783.434407
-18.403057,37,783.472306
-14.587164,34,783.503223
-21.515788,36,783.663821
-16.839599,33,783.692717
-25.334529,46,783.733608
-14.134698,33,783.888224
-22.097726,47,783.929087
-27.361446,39,784.088665
-28.34057,43,784.126563
-12.291488,41,784.292127
-2.350316,48,784.336009
-24.058071,36,784.367955
-7.614557,34,784.538676
-25.316608,33,784.569594
-6.552037,38,784.603502
-11.495694,40,784.771712
-14.728826,32,784.799637
-24.090216,37,784.832094
-14.311757,36,784.994223
-15.679863,46,785.03611
-23.700591,38,785.201669
-10.175859,40,785.237574
-28.117931,41,785.274474
-28.494362,35,785.430059
-24.839597,34,785.460976
-20.48145,35,785.61756
-15.823604,39,785.650485
-13.491216,33,785.679404
-22.569252,51,785.855428
-12.326938,34,785.886376
-17.864319,54,786.058885
-27.963935,42,786.095814
-19.951252,33,786.126706
-21.566662,37,786.292458
-18.171121,44,786.332351
-12.670553,40,786.492923
-7.75176,52,786.536806
-12.43263,33,786.565729
-22.716943,41,786.730316
-17.942253,34,786.760211
-4.178956,41,786.9238
-20.591444,42,786.959702
-19.149238,34,786.990596
-29.240501,41,787.156183
-22.178808,40,787.192064
-9.268428,39,787.355045
-17.199405,32,787.383942
-20.373644,36,787.414881
-13.53124,39,788.017741
-20.818937,37,788.053671
-20.283501,34,788.086558
-18.148436,39,788.258099
-25.732003,40,788.294004
-22.54179,46,788.464567
-23.421804,41,788.503446
-18.144099,33,788.533366
-21.777555,36,788.691965
-12.841267,42,788.729842
-20.118586,37,788.764749
-33.672575,40,788.928312
-20.596442,34,788.958258
-23.778227,38,789.116809
-6.522704,35,789.14731
-20.524034,43,789.185233
-20.817201,34,789.342971
-18.812828,34,789.373889
0.658229,13,789.385857
-17.795844,50,789.558865
-15.37261,37,789.592775
-26.031264,39,789.629676
-10.299045,40,789.792274
-18.975084,37,789.828148
-8.779086,37,789.99171
-11.564206,36,790.02465
-11.518493,38,790.061536
-17.561594,39,790.222096
-20.074116,31,790.251018
-8.272351,40,790.286949
-16.806871,37,790.447003
-16.418059,34,790.477898
-39.528192,51,790.653796
-19.970633,40,790.688703
-7.042637,41,790.724606
-24.659738,36,790.879702
-24.059199,42,790.916634
-14.007353,39,791.082162
-33.93479,41,791.119088
-16.045077,38,791.151977
-30.107061,45,791.320526
-27.067325,45,791.361418
-9.411914,35,791.522004
-20.770743,33,791.553935
-18.673594,33,791.583854
-24.022255,43,791.751276
-17.682497,32,791.779201
-25.082423,47,791.948786
-20.460457,35,791.979673
-21.082053,34,792.008593
-16.435706,36,792.169208
-23.6843,43,792.208104
-15.631047,33,792.238024
-29.540283,52,792.867275
0.449827,18,792.885267
-10.805225,36,792.919137
-11.848713,33,793.072788
-13.848131,37,793.105698
-7.323702,41,793.272765
-11.142425,43,793.31166
-18.608456,37,793.34557
-22.506707,47,793.516115
-16.849436,37,793.553016
-26.42109,43,793.721593
-10.678905,35,793.753511
-38.887402,46,793.795398
-18.404106,36,793.95295
-10.946293,37,793.988887
-8.985575,39,794.148909
-18.829699,38,794.18241
-10.671636,45,794.224297
-16.425556,36,794.383276
-13.272495,33,794.414194
-26.047753,40,794.450099
-18.78586,43,794.612688
-19.37686,40,794.646574
-14.918786,32,794.805151
-9.636797,38,794.838064
-14.986889,38,794.870983
-17.824791,34,795.027558
-19.496009,39,795.062466
-14.255816,40,795.224034
-12.679991,43,795.263928
-17.360212,43,795.301826
-28.22376,41,795.468382
-22.280968,37,795.500297
-17.679718,30,795.527225
-7.328188,42,795.68917
-25.856576,35,795.718116
-26.942645,34,795.881657
-21.51142,40,795.916564
-28.871002,44,795.956458
-15.281422,42,796.119024
-18.692931,41,796.15393
-21.686109,32,796.307521
-22.443207,36,796.342428
-25.559267,45,796.381324
-17.071756,34,796.542922
-23.797342,41,796.582032
-28.785238,38,796.615941
-31.605258,52,796.785492
-18.62265,33,796.813441
-14.902299,37,796.97641
-16.839987,36,797.005332
-10.416677,36,797.038245
-4.403759,31,797.640247
-17.837224,42,797.679139
-18.07481,34,797.711032
-14.142752,38,797.872026
-10.132089,44,797.914911
-17.358236,37,798.073488
-7.818453,40,798.108395
